year,mileage,tax,mpg,engineSize,price
2017,12837,160,44.8,1.5,11499
2018,9907,145,55.4,1.1,9799
2018,12459,145,39.2,1.5,17199
2018,10793,145,58.9,1.0,10899
2019,3252,145,65.7,2.0,21499
2018,7790,145,65.7,1.0,11500
2020,7,145,50.4,1.0,20999
2016,12128,20,68.9,1.5,11199
2017,8841,145,46.3,1.5,13099
2018,11009,145,58.9,1.5,16899
2019,7809,145,52.3,1.0,17000
2016,22165,30,64.2,1.5,13499
2018,8207,145,58.9,1.0,15199
2017,7832,0,57.7,1.0,12199
2015,39061,20,62.8,1.0,7999
2016,16640,0,65.7,1.0,10500
2017,20069,145,65.7,1.0,11500
2018,16035,145,65.7,1.0,11199
2017,21603,145,65.7,1.0,9799
2017,24151,145,48.7,2.0,20499
2016,27634,200,41.5,2.0,15000
2018,12273,145,64.2,1.5,17799
2017,23984,145,64.2,1.5,14499
2017,36708,145,52.3,2.0,19000
2019,12815,145,48.7,1.5,17000
2019,4665,135,47.1,2.0,22899
2018,11904,145,62.8,1.0,12499
2017,16943,125,51.4,1.0,12499
2019,8348,145,56.5,1.5,14300
2015,42214,145,47.9,1.6,9699
2018,6896,145,44.8,2.0,15499
2014,40213,30,55.4,1.0,6499
2018,15026,145,55.4,1.0,15000
2016,33770,125,56.5,2.0,15000
2016,15505,0,65.7,1.0,8499
2020,12,145,40.4,1.5,25999
2016,21099,160,44.8,1.5,10499
2017,25398,145,64.2,1.1,8699
2018,21791,145,67.3,2.0,18999
2018,18337,145,65.7,1.0,11699
2018,15526,145,62.8,1.0,12799
2014,38058,20,70.6,1.6,7199
2019,8800,150,51.4,1.5,18898
2013,40700,150,53.3,2.0,9486
2018,8500,150,47.9,1.2,8430
2019,50,145,58.9,1.0,12000
2018,12317,145,57.7,1.0,13994
2018,25000,145,65.7,1.0,10456
2016,6000,0,74.3,1.5,11784
2016,13000,20,60.1,1.0,10696
2018,6101,145,41.5,2.0,21199
2016,27863,20,68.9,1.5,9950
2017,26514,200,44.8,2.0,20000
2018,3937,145,47.1,1.0,14499
2019,1987,145,35.3,1.5,20499
2016,12656,0,57.7,1.0,11899
2017,5584,30,55.4,1.0,11000
2013,63424,30,56.5,1.0,5999
2016,22671,125,54.3,1.2,7499
2018,17243,145,54.3,1.5,16999
2018,5021,145,58.9,1.0,14999
2015,34793,20,70.6,1.6,6999
2017,30940,125,54.3,1.2,8499
2018,16819,145,61.4,1.0,12499
2017,70348,0,74.3,1.5,9999
2017,8218,0,65.7,1.0,10499
2013,69954,30,54.3,1.2,5499
2017,21475,150,65.7,1.0,9990
2014,40119,30,54.3,1.2,6500
2018,11028,150,40.3,1.5,17990
2017,26657,150,54.3,2.0,17990
2018,9760,150,62.8,1.0,15000
2016,50550,165,44.1,1.6,7991
2016,38765,145,47.9,1.6,9991
2018,32668,145,65.7,1.0,9995
2017,27175,145,52.3,1.0,9995
2016,13893,0,65.7,1.0,9995
2018,20700,145,40.3,1.5,14792
2018,33000,145,60.1,1.0,11979
2014,55000,30,55.4,1.0,7498
2019,13000,145,50.4,1.0,16294
2016,33000,0,65.7,1.0,8974
2016,34000,145,52.3,2.0,15498
2015,33000,0,65.7,1.0,8263
2017,12000,145,88.3,1.5,11287
2015,32000,20,61.4,1.0,8474
2017,20000,145,65.7,1.0,9445
2018,25000,145,60.1,2.0,16794
2017,26000,145,54.3,2.0,17474
2017,26000,125,60.1,2.0,15762
2019,4000,145,60.1,1.0,16982
2016,35646,20,60.1,1.0,8992
2015,33000,20,60.1,1.0,8942
2018,34886,145,65.7,1.0,10499
2018,32620,145,65.7,1.0,10000
2019,8398,145,48.7,1.0,16299
2019,5220,145,48.7,1.0,16500
2017,18001,20,62.8,1.0,11399
2019,30,145,58.9,1.0,16800
2019,13917,145,64.2,2.0,22000
2018,6866,145,58.9,1.0,10800
2016,36500,20,61.4,1.0,9200
2017,35136,150,58.9,2.0,16200
2016,50000,125,56.5,2.0,15496
2017,51000,125,57.7,2.0,13985
2017,15000,125,51.4,1.0,12429
2019,11399,145,58.9,1.0,14890
2019,7292,145,56.5,1.0,13880
2019,11788,145,58.9,1.0,14850
2017,41934,125,51.4,1.0,10890
2019,356,145,47.9,1.2,11590
2019,66,145,43.5,1.2,12840
2019,89,145,47.9,1.2,11950
2019,162,145,43.5,1.2,12800
2019,300,145,43.5,1.2,12890
2019,1553,145,47.9,1.2,12000
2019,344,145,47.9,1.2,11990
2019,255,145,47.9,1.2,12000
2019,344,145,47.9,1.2,12430
2019,48,145,47.9,1.2,11950
2019,327,145,47.9,1.2,11790
2019,339,145,43.5,1.2,12780
2017,14651,145,67.3,1.5,13890
2018,14561,150,60.1,2.0,15900
2019,4446,150,60.1,1.0,16500
2016,27000,125,53.3,1.0,9481
2017,17000,150,74.3,1.5,11257
2017,12000,145,65.7,1.0,10997
2015,25000,0,65.7,1.0,8484
2017,23000,150,57.7,1.2,7278
2018,16000,150,60.1,1.0,12877
2016,11600,580,20.9,5.0,27925
2019,8694,145,35.3,1.5,19990
2017,14325,145,54.3,2.0,18500
2018,3300,145,41.5,2.0,18680
2019,3369,145,38.7,2.0,24680
2019,4763,145,34.5,2.3,26780
2017,19741,145,65.7,1.0,10680
2019,4200,135,46.3,2.0,25890
2019,13156,145,54.3,2.0,24500
2018,4290,145,60.1,1.0,17500
2017,19193,145,41.5,2.0,16000
2013,26902,30,55.4,1.0,7999
2013,59477,30,56.5,1.0,5999
2018,14153,145,53.3,1.0,12499
2016,23325,20,61.4,1.0,9999
2018,20321,150,45.6,1.5,17999
2019,11304,150,46.3,1.5,17999
2017,24224,150,48.7,2.0,20999
2019,8509,145,38.2,2.0,18999
2018,32094,145,54.3,1.0,11499
2018,18670,145,39.2,1.5,18890
2019,9900,145,37.7,2.0,19990
2019,12603,145,38.7,2.0,23780
2019,8123,145,38.7,2.0,23890
2017,13988,145,60.1,2.0,14990
2017,30973,0,74.3,1.5,11550
2019,15274,145,60.1,1.0,12980
2017,38617,125,51.4,1.0,11890
2015,28849,125,60.1,2.0,11500
2019,12049,145,58.9,1.0,15890
2016,14914,125,54.3,1.2,8990
2014,19797,150,47.9,1.6,8995
2019,1,145,45.6,1.0,17900
2016,35194,205,41.5,2.0,14000
2016,22973,205,41.5,2.0,14400
2017,35377,0,57.7,1.0,10500
2019,13773,145,58.9,1.0,15890
2019,14319,145,34.4,1.5,17280
2019,14459,145,58.9,1.0,13950
2017,37071,125,60.1,2.0,13500
2017,28225,145,56.5,2.0,19399
2017,36545,145,56.5,2.0,16899
2018,30701,145,65.7,1.0,9799
2018,34683,145,65.7,1.0,10499
2019,4058,145,60.1,1.0,15899
2019,7805,145,48.7,1.0,16399
2019,6123,145,58.9,1.0,15599
2018,21517,145,54.3,2.0,16599
2015,21696,145,54.3,2.0,13199
2018,6476,145,48.7,1.0,13499
2017,42744,145,60.1,2.0,13500
2018,8455,145,60.1,1.0,12500
2017,23224,150,51.4,1.0,10990
2015,20578,20,60.1,1.0,9295
2017,9796,150,54.3,1.2,8400
2018,15591,150,65.7,1.0,11000
2018,9487,150,65.7,1.0,11500
2018,15711,150,62.8,1.0,12000
2019,8147,150,48.7,1.0,16890
2018,8011,150,47.9,2.0,18980
2017,18207,125,54.3,1.2,8899
2017,21065,145,41.5,2.0,16899
2019,647,145,52.3,1.0,18799
2017,15376,20,68.9,1.5,11599
2017,12862,145,60.1,2.0,17299
2018,11708,145,64.2,1.5,13799
2017,8769,30,57.7,1.0,11499
2017,4559,145,61.4,1.0,12599
2016,17693,20,68.9,1.5,10000
2019,7331,145,60.1,1.0,15699
2013,56950,160,44.1,1.6,5495
2018,27800,145,65.7,1.0,9995
2018,28834,145,65.7,1.0,9995
2017,22075,0,74.3,1.5,11500
2020,24,145,51.4,1.0,18995
2018,14446,145,57.7,1.2,7500
2019,1,145,74.3,1.5,17880
2019,3500,145,38.7,2.0,23880
2019,784,145,47.9,1.2,12000
2019,12557,145,35.3,1.5,18690
2017,18418,200,41.5,2.0,18599
2017,24270,145,65.7,1.0,9899
2018,4883,145,47.9,1.5,19399
2018,13377,145,60.1,1.0,13499
2018,14652,145,56.5,1.0,12000
2018,21600,145,56.5,1.0,11199
2019,6164,145,58.9,1.0,15299
2019,7885,145,48.7,1.0,16599
2019,7720,145,58.9,1.0,15399
2019,8347,145,58.9,1.0,15299
2017,23833,145,54.3,2.0,17399
2018,23500,145,60.1,2.0,15199
2018,16901,145,65.7,1.0,10699
2018,15098,145,65.7,1.0,10599
2019,3764,145,34.5,2.3,26299
2017,40838,145,52.3,2.0,18000
2019,2741,145,38.7,2.0,26499
2018,29553,145,41.5,2.0,18499
2019,12914,145,56.5,1.0,12999
2019,635,145,47.9,1.2,11880
2019,15450,145,35.3,1.5,18850
2020,1820,145,52.3,1.0,17799
2020,755,145,53.3,1.0,17999
2020,2813,145,51.4,2.0,22499
2020,895,145,58.9,1.0,15299
2017,32942,125,56.5,2.0,17199
2018,13924,145,65.7,1.0,11000
2019,1525,145,51.4,1.0,15799
2019,10810,145,22.1,5.0,36799
2019,8,145,43.5,1.2,12940
2019,254,145,47.9,1.2,11880
2019,451,145,47.9,1.2,12350
2019,569,145,47.9,1.2,11880
2019,503,145,47.9,1.2,11500
2019,494,145,43.5,1.2,12680
2019,206,145,47.9,1.2,11890
2019,1120,145,43.5,1.2,12780
2019,1074,145,47.9,1.2,9980
2019,6956,145,58.9,1.5,18499
2019,447,145,47.9,2.0,20799
2019,7445,145,58.9,1.0,18499
2019,2516,145,43.5,1.2,11299
2019,2591,145,43.5,1.2,11199
2017,12555,145,60.1,2.0,15299
2018,7653,145,58.9,1.0,14500
2019,7867,145,51.4,1.0,15899
2015,13234,20,67.3,1.6,9899
2019,15952,145,80.7,1.5,13899
2019,2994,145,49.6,1.5,20599
2018,10824,145,43.5,1.5,20199
2014,40349,160,44.1,1.6,7399
2017,13148,0,65.7,1.0,9399
2019,8129,145,58.9,1.0,15799
2018,15242,145,57.7,1.0,12399
2018,23975,145,56.5,1.0,11499
2016,26350,145,54.3,2.0,12699
2016,30225,235,38.2,1.5,15799
2020,7,145,52.3,1.0,18499
2017,36552,145,60.1,2.0,13500
2017,12289,125,54.3,1.2,8899
2017,10154,235,38.2,2.0,17299
2017,19141,145,54.3,2.0,19500
2019,8988,145,58.9,2.0,20000
2019,2500,145,34.4,1.5,18999
2018,18482,145,41.5,2.0,20499
2017,41569,125,56.5,2.0,18799
2017,3925,0,57.7,1.0,12000
2017,17525,125,51.4,1.0,13000
2017,9016,0,57.7,1.0,11799
2019,2691,145,43.5,1.2,11299
2017,21491,145,64.2,1.5,14000
2018,9293,145,54.3,1.0,14199
2019,4293,145,60.1,1.0,15500
2018,23776,145,54.3,1.0,12499
2019,9855,145,56.5,1.0,12899
2018,13691,145,55.4,1.1,9799
2018,17288,145,56.5,1.0,12199
2018,15379,145,58.9,1.0,12299
2018,12485,145,56.5,1.0,12299
2019,1536,145,51.4,1.0,16699
2017,64195,145,74.3,1.5,9000
2017,11270,145,65.7,1.0,10399
2017,37258,145,53.3,1.0,10399
2019,8987,145,38.2,2.0,19499
2019,4563,145,60.1,1.0,15000
2017,15393,125,54.3,1.2,8799
2017,22183,160,44.8,1.5,11599
2017,20668,145,60.1,2.0,14899
2017,17980,145,60.1,1.0,11399
2018,17298,145,60.1,1.0,11899
2018,19850,145,60.1,1.0,12299
2017,11051,145,44.1,1.6,11299
2017,30591,145,61.4,2.0,18000
2017,33606,125,60.1,2.0,13899
2018,7839,145,45.6,1.0,15599
2017,12164,30,57.7,1.2,8000
2018,1216,145,57.7,1.2,8500
2018,14788,145,54.3,1.0,12599
2016,36158,0,88.3,1.5,8499
2019,10241,145,56.5,1.0,12399
2017,16222,145,67.3,2.0,16399
2020,2056,145,48.7,1.0,15499
2019,14389,145,55.4,1.0,13299
2018,44934,145,64.2,1.5,14499
2016,6906,125,56.5,2.0,21499
2019,5376,145,43.5,1.2,11099
2017,26309,145,54.3,2.0,18299
2018,9600,145,54.3,1.0,14899
2018,19485,145,41.5,2.0,19899
2019,8883,145,58.9,1.0,18699
2017,15445,145,65.7,1.0,10899
2017,5698,145,57.7,1.0,12499
2018,6478,145,54.3,1.0,14499
2018,11533,145,60.1,1.0,16899
2019,1260,145,67.3,1.5,17499
2018,8890,145,65.7,1.0,10599
2018,26000,145,62.8,1.0,12000
2018,8800,145,65.7,1.0,12299
2019,4132,145,48.7,1.1,12299
2019,3572,145,60.1,1.0,15899
2016,36209,125,56.5,2.0,16499
2016,39886,125,56.5,2.0,15899
2017,36791,145,56.5,2.0,16899
2019,10233,145,48.7,1.0,16299
2017,35763,125,51.4,1.5,11499
2019,6880,145,60.1,1.0,17899
2017,15506,145,53.3,1.0,11299
2017,25999,145,64.2,1.1,9799
2019,9808,145,51.4,1.0,16199
2018,25174,145,54.3,1.0,12499
2017,42385,145,56.5,2.0,16599
2017,30008,145,56.5,2.0,19799
2016,11294,20,60.1,1.0,10799
2018,37700,145,65.7,1.0,9699
2019,9708,145,54.3,1.5,17799
2017,18140,145,60.1,2.0,18000
2019,7147,145,48.7,1.0,16699
2019,7556,145,60.1,1.0,14699
2019,8614,145,60.1,1.0,14899
2019,7957,145,55.4,1.0,15399
2019,9063,145,58.9,1.0,14899
2019,10097,145,55.4,1.0,15000
2019,7949,145,56.5,1.0,12899
2017,24543,30,55.4,1.0,11199
2017,26577,145,56.5,2.0,19199
2018,13072,145,57.7,1.0,11999
2018,7657,145,58.9,1.0,11899
2017,38590,145,74.3,1.5,11599
2017,11224,145,65.7,1.0,10799
2019,7175,145,55.4,1.0,15499
2017,36539,0,74.3,1.5,11599
2017,44864,145,60.1,1.0,10899
2014,44654,0,74.3,1.5,8500
2019,8291,145,48.7,1.0,16499
2017,24244,125,60.1,2.0,15000
2017,29984,30,61.4,2.0,15499
2017,20303,20,68.9,1.5,10899
2019,11119,145,38.2,2.0,18299
2017,23424,20,62.8,1.0,9699
2018,14693,145,51.4,1.5,15399
2015,66576,145,52.3,2.0,10199
2018,5266,145,48.7,1.0,16699
2016,30265,160,48.7,2.0,19499
2017,13823,145,65.7,1.0,9999
2016,17810,20,62.8,1.0,10199
2017,14889,145,74.3,1.5,13299
2018,17609,145,60.1,1.0,16399
2018,8631,145,65.7,1.0,10500
2017,30963,125,52.3,1.0,10299
2017,22625,0,74.3,1.5,10699
2016,32000,125,60.1,2.0,14499
2017,38697,145,61.4,1.0,10399
2017,47843,145,60.1,1.0,9699
2015,45506,20,68.9,2.0,9500
2018,23387,145,54.3,1.0,14499
2018,16612,145,57.7,1.0,13500
2018,18101,145,57.7,1.0,12500
2018,25264,145,57.7,1.0,12500
2017,81942,150,57.7,1.2,5750
2015,37617,125,53.3,1.0,8000
2017,8800,165,44.8,1.5,10995
2017,8800,240,38.2,1.5,14995
2017,15000,150,54.3,1.2,8495
2018,13900,145,60.1,2.0,16499
2019,14296,145,60.1,1.0,15999
2017,12000,125,54.3,1.2,9499
2017,21149,125,54.3,1.2,8699
2015,45594,125,60.1,2.0,10499
2018,9673,145,61.4,1.0,11899
2014,31335,20,67.3,1.6,8999
2016,41148,200,41.5,2.0,14499
2017,24016,145,47.9,1.6,12399
2017,47178,30,64.2,1.5,11899
2017,12440,145,65.7,1.0,10500
2017,29375,145,64.2,1.5,14199
2018,23109,145,51.4,1.0,14799
2019,2222,145,54.3,1.0,14499
2017,10709,145,64.2,1.1,10299
2017,9857,125,54.3,1.2,9799
2017,41844,145,60.1,1.0,9299
2015,21533,145,54.3,2.0,15399
2018,31119,145,65.7,1.0,9500
2018,30646,145,60.1,2.0,17000
2018,7956,145,65.7,1.0,12299
2018,3938,145,55.4,1.1,11500
2017,16251,145,60.1,1.0,10999
2018,7562,145,54.3,1.0,12899
2018,8755,145,57.7,1.2,8599
2019,300,145,38.2,2.0,18199
2019,7791,145,53.3,1.0,15799
2019,6888,145,38.2,2.0,18999
2018,21000,145,47.9,1.2,8199
2019,12403,145,35.3,1.5,18399
2017,12190,145,65.7,1.0,10499
2018,11893,145,54.3,1.0,15999
2015,18110,145,47.9,1.6,8199
2018,13041,145,40.3,1.5,16199
2019,4185,145,35.3,1.5,20999
2018,10589,145,54.3,1.5,16499
2017,9630,145,57.7,1.2,8099
2017,18227,0,65.7,1.0,8499
2019,10566,145,29.4,1.5,21999
2016,18841,0,65.7,1.0,8699
2015,21462,125,51.4,1.5,10699
2016,33840,20,62.8,1.0,8995
2018,20898,150,60.1,2.0,17495
2017,19175,150,48.7,2.0,20495
2017,15543,150,57.7,1.0,10995
2018,12662,150,60.1,1.0,11995
2018,20144,150,57.7,1.0,12495
2019,3296,150,55.4,1.1,11495
2018,16055,150,60.1,2.0,15495
2017,31020,150,54.3,1.2,7495
2017,12792,150,65.7,1.0,10995
2015,41943,125,60.1,2.0,11108
2015,41943,125,60.1,2.0,11108
2016,26133,0,65.7,1.0,7250
2016,25590,0,65.7,1.0,8820
2017,22682,0,74.4,1.5,8400
2015,58979,125,58.9,2.0,8000
2014,65516,20,70.6,1.6,6500
2017,20458,20,62.8,1.0,10490
2017,19687,20,68.9,1.5,10890
2015,43394,20,62.8,1.0,7610
2016,23839,160,44.8,1.5,10505
2017,14482,125,51.4,1.0,11500
2014,71000,165,44.1,1.6,5295
2017,27669,205,41.5,2.0,17495
2018,15500,150,58.9,1.0,12495
2018,6247,145,44.1,1.0,16500
2013,22593,30,55.4,1.0,7300
2019,2998,145,47.9,2.0,20700
2019,662,145,43.5,1.2,13000
2019,423,145,43.5,1.2,13350
2018,7030,145,60.1,1.0,14999
2019,12362,145,60.1,1.0,12999
2019,9982,145,52.3,1.0,15499
2017,36710,145,64.2,1.5,12699
2018,8100,145,47.9,2.0,18999
2019,3721,145,47.9,2.0,19799
2017,15376,20,68.9,1.5,11799
2018,20186,145,57.7,1.0,11999
2018,13000,145,55.4,1.0,13699
2018,33876,145,65.7,1.0,9499
2018,10591,145,58.9,1.0,12899
2019,9968,145,38.2,2.0,19699
2019,1218,145,50.4,1.0,23699
2019,4287,145,62.8,1.5,18299
2019,5376,145,43.5,1.2,11599
2019,4884,145,43.5,1.2,11299
2020,836,145,51.4,1.0,16999
2020,1501,145,80.7,1.5,20999
2018,11625,145,54.3,1.0,13999
2018,28991,145,64.2,1.5,14500
2017,19707,145,57.7,1.2,7999
2019,3419,145,52.3,1.0,16399
2019,17115,145,58.9,1.0,12499
2018,35259,145,65.7,1.0,9999
2018,24492,145,54.3,2.0,16199
2018,22989,145,54.3,2.0,18999
2015,21662,145,54.3,2.0,13299
2018,32421,145,65.7,1.0,9699
2019,6051,145,58.9,1.0,14399
2017,28488,145,65.7,1.0,9999
2018,15761,145,41.5,2.0,18999
2019,14989,145,67.3,1.5,17999
2019,6339,145,58.9,1.0,15499
2019,2032,145,43.5,1.2,11799
2018,31316,145,54.3,2.0,16499
2016,9320,20,64.2,1.5,10299
2017,15600,160,48.7,2.0,21999
2017,23278,125,51.4,2.0,18799
2017,15280,20,68.9,1.5,9799
2019,3370,145,60.1,1.0,15499
2017,8937,0,65.7,1.0,11500
2016,9320,20,64.2,1.5,10199
2014,55000,0,65.7,1.0,5995
2017,32194,0,74.3,1.5,10799
2019,12598,145,31.0,1.5,20999
2018,9560,145,41.5,2.0,19999
2017,16785,30,64.2,1.5,9999
2015,65419,0,74.3,1.5,6999
2016,61223,0,78.5,1.5,9499
2019,6852,145,37.2,2.0,32499
2020,1812,145,52.3,1.0,16999
2020,775,145,51.4,1.0,16999
2019,7758,145,47.9,2.0,18399
2019,9751,145,55.4,1.0,16499
2017,52946,145,60.1,1.0,8799
2018,20498,145,56.5,1.0,10999
2018,11258,145,41.5,2.0,18999
2016,6782,0,65.7,1.0,10399
2018,13000,145,55.4,1.0,13799
2017,12035,30,55.4,1.0,12299
2019,4918,145,58.9,1.0,15500
2019,11498,145,58.9,1.0,14500
2018,25700,145,52.3,2.0,19199
2017,32331,145,56.5,2.0,18399
2019,9121,145,58.9,1.0,18999
2019,13592,145,60.1,1.0,16299
2019,11692,145,47.9,2.0,17499
2019,4451,145,60.1,1.0,17999
2018,16658,145,57.7,1.2,7799
2018,34981,145,65.7,1.0,10199
2019,9855,145,56.5,1.0,13499
2018,14763,145,58.9,1.0,10899
2017,23436,145,60.1,1.0,11599
2018,25199,145,48.7,1.5,14999
2017,24434,145,56.5,2.0,18999
2020,6897,145,58.9,2.0,22999
2017,21000,145,41.5,2.0,18399
2017,14251,145,65.7,1.0,10199
2017,18370,145,38.2,1.5,17799
2019,4297,145,47.9,2.0,19599
2017,20668,145,60.1,2.0,14999
2017,11051,145,44.1,1.6,10699
2016,32332,125,54.3,1.2,8999
2019,18065,145,47.9,1.0,12899
2018,15800,145,58.9,1.5,11999
2019,8227,145,48.7,1.0,16399
2017,22625,0,74.3,1.5,11199
2018,14769,145,74.3,1.5,13500
2017,23357,145,55.4,1.0,9920
2015,39557,0,74.3,1.5,8250
2013,60000,30,57.7,1.2,3999
2017,7456,145,54.3,1.0,11180
2019,12892,145,60.1,1.0,15199
2018,9310,145,65.7,1.0,9899
2018,12289,145,65.7,1.0,10499
2018,34312,145,65.7,1.0,10799
2018,7363,145,55.4,1.1,10599
2019,11359,145,38.2,2.0,19499
2019,871,145,50.4,1.0,23999
2018,29099,145,74.3,1.5,12399
2019,8588,145,60.1,1.0,17499
2018,14877,145,68.9,1.5,12899
2018,15119,145,60.1,1.0,11799
2018,14563,145,80.7,1.5,13899
2019,15263,145,55.4,1.0,12999
2017,11980,145,60.1,2.0,16999
2017,25503,145,54.3,2.0,16799
2019,3068,145,50.4,1.0,19990
2017,8748,145,52.3,1.0,10900
2018,16323,145,65.7,1.0,11200
2018,16466,145,54.3,1.0,13200
2017,31125,145,64.2,1.5,10600
2019,4874,145,51.4,1.0,16600
2018,17643,145,51.4,1.0,13790
2017,14448,145,60.1,2.0,16699
2019,7569,145,48.7,1.0,16299
2019,4144,145,35.3,1.5,20000
2018,13500,145,60.1,2.0,15799
2017,12572,145,46.3,1.5,14499
2017,13768,145,51.4,1.0,12799
2019,5687,145,51.4,1.5,18899
2016,33071,125,43.5,2.0,16499
2017,21152,145,65.7,1.0,10299
2018,15567,145,64.2,1.1,9499
2017,18401,145,65.7,1.0,9399
2019,7990,145,56.5,1.0,13399
2018,7924,145,54.3,1.0,12699
2017,11963,160,44.8,1.5,10999
2014,30388,235,39.2,2.0,12399
2017,12485,0,65.7,1.0,11499
2017,14226,0,65.7,1.0,9299
2018,8207,145,58.9,1.0,13299
2019,10735,145,58.9,1.0,12699
2019,3169,145,60.1,1.0,17499
2017,23041,145,54.3,2.0,18499
2019,1318,145,60.1,1.0,18900
2019,14711,145,58.9,1.0,14300
2017,19145,0,57.7,1.0,11499
2017,26181,145,41.5,2.0,17890
2016,23698,20,62.8,1.0,9490
2020,6041,145,67.3,1.5,20490
2019,3497,145,55.4,1.1,12990
2018,4103,145,58.9,1.0,12340
2020,2425,145,40.9,1.0,17990
2020,2629,145,55.4,1.0,19990
2020,1853,145,49.6,1.0,20990
2020,3492,145,60.1,1.0,22490
2019,10521,145,55.4,1.0,13800
2019,7512,145,60.1,1.0,15290
2017,28438,0,65.7,1.0,8700
2017,26262,0,65.7,1.0,8990
2018,2240,145,48.7,1.0,15390
2016,21743,125,53.3,1.0,9990
2018,17299,145,74.3,1.5,13490
2018,20275,145,74.3,1.5,13290
2019,1678,145,60.1,1.0,15190
2014,61590,160,47.9,2.0,9990
2014,66941,145,47.9,1.6,7721
2013,32179,30,54.3,1.2,5830
2013,17066,0,65.7,1.0,7820
2013,45055,30,54.3,1.2,5990
2019,10194,150,58.9,1.0,16990
2017,17764,150,65.7,1.0,10790
2017,38454,125,53.3,1.0,9290
2016,7117,0,57.7,1.0,10700
2019,13301,145,54.3,2.0,24190
2018,33651,145,65.7,1.0,11994
2014,53998,20,67.3,1.6,7490
2019,1720,145,58.9,1.0,12290
2017,11203,0,65.7,1.0,10490
2017,7657,0,65.7,1.0,8700
2017,36246,145,65.7,1.0,8950
2018,6013,145,58.9,1.0,11810
2017,19469,145,65.7,1.0,10095
2016,17136,145,52.3,2.0,19290
2015,42746,145,47.9,1.6,9495
2019,13257,145,58.9,1.0,14695
2018,8146,150,65.7,1.0,11990
2014,40885,0,76.4,1.5,7190
2019,6128,145,31.0,1.5,21495
2017,23300,125,54.3,1.2,8495
2013,30000,150,47.9,1.6,9495
2013,35000,30,54.3,1.2,6000
2019,8116,145,54.3,1.5,18599
2019,7782,145,74.3,1.5,20199
2019,1659,145,48.7,1.1,13199
2016,9536,160,44.1,1.6,9699
2018,6324,145,74.3,1.5,16499
2019,15952,145,80.7,1.5,14000
2019,3205,145,60.1,1.0,17699
2019,6739,145,60.1,1.0,15499
2018,25139,145,56.5,1.0,10699
2019,2452,145,40.3,1.5,16299
2018,15450,145,41.5,2.0,18890
2017,19877,145,41.5,2.0,15440
2017,12989,145,41.5,2.0,19290
2016,34569,145,52.3,2.0,16690
2019,9565,145,55.4,1.0,13500
2017,17049,145,41.5,2.0,19990
2018,14110,145,54.3,1.5,14500
2017,22667,145,54.3,2.0,19995
2018,23884,145,65.7,1.0,11490
2019,10865,145,60.1,1.0,15990
2016,36293,20,62.8,1.0,8990
2017,18290,145,44.8,1.5,15390
2017,10427,145,65.7,1.0,10990
2019,11425,145,55.4,1.0,13800
2018,5238,145,61.4,1.0,13499
2017,16943,125,51.4,1.0,12999
2017,10606,145,44.1,1.6,10399
2019,17115,145,58.9,1.0,11999
2016,35029,125,56.5,2.0,16299
2017,45346,145,58.9,2.0,12500
2016,35665,145,54.3,2.0,19000
2018,18180,150,38.2,1.5,17895
2017,16098,145,64.2,2.0,14990
2017,34442,125,60.1,2.0,15490
2019,16764,145,55.4,2.0,24399
2018,7100,145,65.7,1.0,10590
2019,2256,145,74.3,1.5,19000
2019,6283,145,60.1,1.0,15299
2015,31000,160,44.8,1.6,8595
2018,35113,145,54.3,1.0,11499
2018,5964,145,47.9,2.0,16499
2018,14173,145,58.9,1.0,13699
2019,1286,145,58.9,1.0,18499
2019,5013,145,60.1,1.0,17299
2018,12411,145,62.8,1.0,12500
2018,11133,145,68.9,1.5,13000
2019,3295,145,38.7,2.0,25799
2019,9101,145,58.9,1.0,14999
2019,7124,145,55.4,1.0,15199
2019,7646,145,48.7,1.0,16299
2017,9786,30,55.4,1.0,11500
2019,4803,145,48.7,1.0,16599
2016,28889,30,55.4,1.0,9899
2017,16222,145,67.3,2.0,16899
2017,16601,200,41.5,2.0,17899
2017,6653,0,65.7,1.0,10000
2019,281,145,58.9,1.0,15399
2018,18363,145,55.4,1.0,12399
2019,1461,145,37.2,2.0,32397
2017,8867,145,54.3,1.2,8989
2015,70232,0,74.3,1.5,8499
2018,22334,145,41.5,2.0,15999
2018,33846,145,54.3,1.0,11499
2018,44934,145,64.2,1.5,14999
2019,7036,145,58.9,1.0,14599
2019,14389,145,55.4,1.0,13799
2016,32332,125,54.3,1.2,8299
2018,12698,145,43.5,1.2,9699
2019,9520,145,46.3,1.5,18000
2019,4486,145,34.5,2.3,26000
2019,4000,145,56.5,1.0,14000
2019,3000,145,43.5,1.2,11250
2017,18104,145,54.3,1.0,12000
2018,6148,145,39.2,2.0,18250
2018,25181,145,74.3,1.5,16000
2018,20735,145,54.3,1.0,12498
2016,10136,125,51.4,1.0,11555
2018,27500,145,65.7,1.0,9999
2015,24229,145,48.7,1.5,11599
2018,25907,145,64.2,1.1,8999
2017,19893,145,65.7,1.0,9499
2017,13195,0,65.7,1.0,9938
2017,12143,145,38.2,1.5,16007
2017,36123,125,56.5,2.0,17958
2016,22000,20,68.9,1.5,11999
2017,30953,125,60.1,2.0,13799
2018,6000,145,65.7,1.0,11699
2016,27000,30,64.2,1.5,8614
2017,9000,125,60.1,2.0,14699
